tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,clade,collection_original,cluster_profile,cluster_label,collection_tipdate,collection_dateerror
H5N5|2344b|EPI_ISL_614399|accipitriformes|germany|3_2_2_1_1_7_1_2|2020-10-29,H5N5,EPI_ISL_614399,a/buzzard/germany-mv/ai02166/2020,2020-10-29,2020.83,2020-10,2020,Aves,accipitriformes,accipitridae,buteo buteo,common buzzard,TRUE,wild,other,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,2344b,Europe / Germany / Mecklenburg-Vorpommern / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,2020-10-29,FALSE
H5N5|2344b|EPI_ISL_641378|anseriformes|netherlands|3_2_2_1_1_7_1_2|2020-11-07,H5N5,EPI_ISL_641378,a/greater_white-fronted_goose/netherlands/20017403-004/2020,2020-11-07,2020.85,2020-11,2020,Aves,anseriformes,anatidae,anser albifrons,greater white-fronted goose,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / South Holland / Gemeente Rijswijk / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,2020-11-07,FALSE
H5N5|2344b|EPI_ISL_660264|galliformes|belgium|3_2_2_1_1_7_1_2|2020-11-18,H5N5,EPI_ISL_660264,a/gallus_gallus/belgium/1002/2020,2020-11-18,2020.88,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,belgium,bel,50.64017310615,4.66939027974939,vlaanderen,na,51.0391095671615,4.2420548599892,2344b,Europe / Belgium / Provincie West-Vlaanderen / Menen / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,2020-11-18,FALSE
H5N5|2344b|EPI_ISL_722176|anseriformes|sweden|3_2_2_1_1_7_1_2|2020-11-25,H5N5,EPI_ISL_722176,a/barnacle_goose/sweden/sva201201sz0353/kn003624/2020,2020-11-25,2020.9,2020-11,2020,Aves,anseriformes,anatidae,branta leucopsis,barnacle goose,TRUE,wild,anseriformes-wild,northern europe,sweden,swe,62.374013544985,16.2835241791686,skåne,se.sn,55.9474024317265,13.595146733816,2344b,Europe / Sweden / Skane Lan / Staffanstorps Kommun / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,2020-11-25,FALSE
H5N5|2344b|EPI_ISL_626647|galliformes|russia|3_2_3_1_1_7_1_2|2020-10-02,H5N5,EPI_ISL_626647,a/chicken/russian_federation/omsk/1680-10/2020,2020-10-02,2020.75,2020-10,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,2344b,Europe / Russia / Omsk Oblast / NA / NA,3_2_3_1_1_7_1_2,NA,2020-10-02,FALSE
H5N5|2344b|EPI_ISL_626648|anseriformes|russia|3_2_3_1_1_7_1_2|2020-10-02,H5N5,EPI_ISL_626648,a/goose/russian_federation/omsk/1680-6/2020,2020-10-02,2020.75,2020-10,2020,Aves,anseriformes,anatidae,anatidae (goose sp.),goose sp.,TRUE,wild,anseriformes-wild,eastern europe,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,2344b,Europe / Russia / Omsk Oblast / NA / NA,3_2_3_1_1_7_1_2,NA,2020-10-02,FALSE
H5N5|2344b|EPI_ISL_644737|falconiformes|denmark|1_2_2_1_30_7_1_2|2020-10-30,H5N5,EPI_ISL_644737,a/peregrine_falcon/denmark/13776-1/2020-10-30/NA,2020-10-30,2020.83,2020-10,2020,Aves,falconiformes,falconidae,falco peregrinus,peregrine falcon,TRUE,wild,other,northern europe,denmark,dnk,55.9512996898935,10.0707816763207,sjælland,dk.sl,55.2791973821106,11.7026524381832,2344b,Europe / Denmark / Region Sjaland / Lolland / NA,1_2_2_1_30_7_1_2,NA,2020-10-30,FALSE
H5N5|2344b|EPI_ISL_683997|anseriformes|united_kingdom|3_2_2_1_1_7_1_2|2020-11-24,H5N5,EPI_ISL_683997,a/mute_swan/wales/048069/2020,2020-11-24,2020.9,2020-11,2020,Aves,anseriformes,anatidae,cygnus olor,mute swan,TRUE,wild,anseriformes-wild,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,wales,na,52.3299411115892,-3.76558183366802,2344b,Europe / United Kingdom / NA / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,2020-11-24,FALSE
H5N5|2344b|EPI_ISL_683999|anseriformes|united_kingdom|3_2_2_1_1_7_1_2|2020-11-24,H5N5,EPI_ISL_683999,a/mute_swan/wales/048068/2020,2020-11-24,2020.9,2020-11,2020,Aves,anseriformes,anatidae,cygnus olor,mute swan,TRUE,wild,anseriformes-wild,northern europe,united kingdom,gbr,54.0438440515314,-2.78687513666638,wales,na,52.3299411115892,-3.76558183366802,2344b,Europe / United Kingdom / NA / NA / NA,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,2020-11-24,FALSE
H5N5|2344b|EPI_ISL_943551|galliformes|sweden|3_1_2_1_21_34_1_2|2021-01-20,H5N5,EPI_ISL_943551,a/chicken/sweden/sva210121sz0033/kn000273-ip3/2021,2021-01-20,2021.05,2021-01,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern europe,sweden,swe,62.374013544985,16.2835241791686,kalmar,se.ka,57.1855292476939,16.1305148015024,2344b,Europe / Sweden / Kalmar Lan / Monsteras Kommun / NA,3_1_2_1_21_34_1_2,NA,2021-01-20,FALSE
