tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,clade,collection_original,cluster_profile,cluster_label,collection_tipdate,collection_dateerror
H5N2|2344b|EPI_ISL_503969|galliformes|bulgaria|1_1_41_12_24_42_11_7|2020-02-21,H5N2,EPI_ISL_503969,a/chicken/bulgaria/77_20vir1727/2020,2020-02-21,2020.14,2020-02,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,NA,NA,NA,NA,2344b,Europe / Bulgaria / NA / NA / NA,1_1_41_12_24_42_11_7,NA,2020-02-21,FALSE
H5N2|2344b|EPI_ISL_603231|galliformes|bulgaria|1_1_41_12_24_42_11_7|2020-03-02,H5N2,EPI_ISL_603231,a/chicken/bulgaria/201_20vir1723-1/2020,2020-03-02,2020.17,2020-03,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,plovdiv,bg.pd,42.2564257629518,24.8255765075979,2344b,Europe / Bulgaria / Oblast Plovdiv / Trilistnik / NA,1_1_41_12_24_42_11_7,NA,2020-03-02,FALSE
H5N2|2344b|EPI_ISL_1005680|anseriformes|russia|3_1_44_1_6_46_1_2|2020-08-29,H5N2,EPI_ISL_1005680,a/common_teal/chany_lake/213/2020,2020-08-29,2020.66,2020-08,2020,Aves,anseriformes,anatidae,anas crecca,green-winged teal,TRUE,wild,anseriformes-wild,central asia,russia,rus,66.0376616061812,95.7970903417469,novosibirsk,ru.ns,55.2762232202593,79.7845914423443,2344b,Europe / Russia / Novosibirsk / NA / NA,3_1_44_1_6_46_1_2,NA,2020-08-29,FALSE
H5N2|2344b|EPI_ISL_16253342|anseriformes|netherlands|29_1_2_1_1_79_14_1|2022-11-23,H5N2,EPI_ISL_16253342,a/eurasian_wigeon/netherlands/6/2022,2022-11-23,2022.89,2022-11,2022,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,zuid-holland,na,51.9374604216783,4.46477045234472,2344b,Europe / Netherlands / Eendenkooi Stolwijk / NA / NA,29_1_2_1_1_79_14_1,NA,2022-11-23,FALSE
H5N2|2344b|EPI_ISL_10434072|anseriformes|germany|30_1_2_1_1_40_1_1|2022-01-29,H5N2,EPI_ISL_10434072,a/swan/germany-bw/ai00996/2022,2022-01-29,2022.08,2022-01,2022,Aves,anseriformes,anatidae,cygnus sp.,swan sp.,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,baden-württemberg,de.bw,48.5335196122676,9.04442576424602,2344b,Europe / Germany / Baden-Wuerttemberg / Regierungsbezirk Karlsruhe / Karlsruhe,30_1_2_1_1_40_1_1,NA,2022-01-29,FALSE
H5N2|2344b|EPI_ISL_10434073|anseriformes|germany|30_1_2_1_1_40_1_1|2022-01-30,H5N2,EPI_ISL_10434073,a/swan/germany-bw/ai00997/2022,2022-01-30,2022.08,2022-01,2022,Aves,anseriformes,anatidae,cygnus sp.,swan sp.,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,baden-württemberg,de.bw,48.5335196122676,9.04442576424602,2344b,Europe / Germany / Baden-Wuerttemberg / Regierungsbezirk Karlsruhe / Karlsruhe,30_1_2_1_1_40_1_1,NA,2022-01-30,FALSE
H5N2|2344b|EPI_ISL_11922807|galliformes|poland|30_1_2_1_1_40_1_1|2022-02-28,H5N2,EPI_ISL_11922807,a/chicken/poland/h182_22vir2515-1/2022,2022-02-28,2022.16,2022-02,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,30_1_2_1_1_40_1_1,NA,2022-02-28,FALSE
H4N2|NA|EPI_ISL_1041179|anseriformes|russia|NA|2020-08-29,H4N2,EPI_ISL_1041179,A/shoveler/Omsk_region/22/2020,2020-08-29,2020.66,2020-08,2020,Aves,anseriformes,anatidae,spatula clypeata,northern shoveler,TRUE,wild,anseriformes-wild,central asia,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,NA,NA,NA,NA,2020-08-29,FALSE
H3N2|EAnonGsGD|EPI_ISL_1041175|anseriformes|russia|NA|2020-08-29,H3N2,EPI_ISL_1041175,A/mallard/Omsk_region/46/2020,2020-08-29,2020.66,2020-08,2020,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,central asia,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,EAnonGsGD,NA,NA,NA,2020-08-29,FALSE
H4N2|EAnonGsGD|EPI_ISL_4071725|anseriformes|bangladesh|NA|2019-12-08,H4N2,EPI_ISL_4071725,A/duck/Bangladesh/41653/2019,2019-12-08,2019.93,2019-12,2019,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,EAnonGsGD,NA,NA,NA,2019-12-08,FALSE
